Tweet,Affect Dimension,
"Have you ever just cried, because you were in the middle of some bomb rest and someone woke you up with an emergency. #sleep #cry #kms #dead",anger,
So exhausted I could cry ðŸ˜­,anger,
"@_mayatp Looks it's daisy in her natural habitat, doing her natural face, with the natural annoying growl that turns into a terrible bark",anger,
Of course Molina #bitter😡,anger,
no offense to me but wth am i doing. i should be stugying rn.😡😠,anger,
"@Haven check in is a pop up stall next to arcade, 2 staff, no alphabetical organisation and an hour long queue.... #greatstart #crap #bored😡",anger,
@ShekharGupta @YusufDFI Naming India Lynchistan is not provocation terror is a provication even when terror has no religion.😡😠,anger,
Boom pagod ðŸ˜¡😡,anger,
@serotojin theyre literally trying to find as many ways as possible to offend or annoy every other person in the world😡,anger,
@SenecaReads @zimyix @MouthyBuddha I bet he needed to take an anime break and drink a Zima after all the furious typing.😠,anger,
@Monarch Really??? I've had to hang up!😡,anger,
@ColMorrisDavis @The_Borg_Queen_ @realDonaldTrump Amen! He doesn't think at all. #arrogance #supremacy,anger,
"Dirty Den returns, bursting forth from his grave to deliver a horrible vengeance.",anger,
@EllyySchlordt it's awful!,anger,
Idk why tiff always have a 6:30 am alarm that rings everyday for,anger,
@hugaarondingle I try not offend too but tbh if anyone says anything bad about Aaron or Aaron stans that's when I start getting shitty ðŸ˜‚😠,anger,
IT WASN'T ENOUGH ðŸ˜¢😠,anger,
@Broowster That's was one furious Welsh woman.. What the English have to look forward to in the future ðŸ˜¢,anger,
#Merkel has supported all #Israeli #terror initiatives opposing the #Palestinian bid for membership at the #UN.,anger,
@thequippster Okay but like why haven't you told me about this yet?😡,anger,
"@Fxtiha_ mine is worse, I've had to boil it down to Z ðŸ˜­😤",anger,
@PolitiBunny Exhausting for us. Imagine being so tightly wrapped that you're writing these 'think pieces' at such a furious rate. #medicated,anger,
@StreamPlanetHD #crap sorry but doesnâ€t work😡😠,anger,
Tomorrow should be interesting if info is being released re away priority &amp; Canalside membership! #outrage #htafc😡,anger,
@IndyFootball @mixedknuts did u take a fee for this instead of just pointing? #outrage #twitterfume😡,anger,
I CANT EVEN BREATHE IMM STILL ROLLIN UP THAT CHRONIC ðŸ˜¤😡,anger,
I hold one grudge.😠😡,anger,
"@RichardTBurnett The hatred from the Left ought to concern everyone----who wants a police state-the left, so than can spy on all of us.😠",anger,
"Lucky enough to not burn off ALL of my right eye lashes, unlucky enough to burn them just short enough to irritate all of my OCD tendencies😠",anger,
Last night was the first night I slept by myself in 3 weeks and it was awful.,anger,
@PierreAtlas Let's see how many Republicans do more than feign outrage.,anger,
@HuffPostUK As comical as this I really do despair for this country.,anger,
@joeboxerparker @Tyson_Fury Looking forward to the big fella's comeback... #furious😠,anger,
"@20committee John, what do you make of DJT's silence? He would usually be foaming at the mouth right now. Maybe he's constipated.😤",anger,
"@StansburyShow you'll have to forgive me, I have a personal grudge against cnn that dates back as far as the first gulf war.😠",anger,
@BrocatoWanda You can't make this crap up. Therefore my ðŸ˜ response.😠,anger,
@LovinUnited That'll be Madrid throwing a huff over Morata and De Gea. Fuck them😠,anger,
@975Mornings hey! I resent that .... I have toe thumbs😠,anger,
@bigjordan924 Wow you don't read mine? #offended,anger,
@ttaemnini its been 5 years. i think jongin and taemin also got tired of waiting.. they didnt talk abt it anymore ðŸ˜😠,anger,
@Bell - spelled exactly how it makes you feel 'better eat land line'. Talking to my mom this week has been impossible. #goodservice #rage,anger,
"@psychoticdream1 @CNN Wow, there is at least 1 person who still watches CNN. ðŸ„ have a nice day! Clearly ur still pissed u lost ðŸ˜‚",anger,
i would start my process now but i'm too busy enjoying this self hatred wave I'm on,anger,
Haven't been on a holiday abroad in two years how depressing is that btwâ˜¹ï¸😠,anger,
Another blow for students as the SU have shunned wildcats for fear they will offend Dr. Dre.😡,anger,
@shelby_Billsfan @buffalobills They kinda hafta be these days. #bleak ðŸ˜¬😡,anger,
Never seen such embarrassing tantrums from a grown man as the ones from @dwpoker on #MasterchefUSA ...great example for your child there ðŸ‘ŒðŸ¼ðŸ„,anger,
"if you really want something and you do nothing about it,you have no right to pout around if you don't get it.Kasi 'di ba you did nothing?'😡",anger,
"@Ellpeck I fear that you could die by your self, that scares me. My own death not which could be any time in my age.😡",anger,
@TerraJole is a bully. plain and simple.😡,anger,
I always get annoyed or unhappy about the way I look in pictures but I have to accept that you can't change your face lol,anger,
mad when you stop making all the effort and it goes silent ðŸ˜‚😡,anger,
@RadissonBlu Complaint. Cardiff Radisson. Being charged to post iPhone charger left behind - although spent Â£200 there this weekend.🤬😤,anger,
gettin #offended is Lame,anger,
Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state! #healthcare #price2pay,anger,
Red Sox fans are #mad #onhere - it's almost like their All Star relief pitcher and 1st baseman both left with injuries in this game ðŸ¤·ðŸ»â€â€ï¸😤,anger,
"@StevieRenee3 @realDonaldTrump It's what they'll be known for. Temper tantrums, obstruction, working against the American people.",anger,
"Frustration and fury, more destructive than a hundred cannons.",anger,
@ananavarro @thedoggeneral1 And using political power to exact #revenge when they don't get what they want. #Kushner😡😤,anger,
I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight as she was. These women need help #TeenMomOG😡,anger,
How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all.😡😤,anger,
@ArrivaTW Hats off your excellent Tetris like ability to pack 5000 passengers into a 2 carriage train on rush hour. #awkwardorgy #bitter,anger,
I just #revenge killed a red ant for biting my son's finger. #iammommabearhearmeroar ðŸ”ªðŸœðŸ—¡😠,anger,
"@JillFilipovic @facebook That's a fucking outrage. Yeah, the frowny-face rating doesn't exactly cover it.😠",anger,
"Most condemn, some protest and few revenge, it takes guts. That's all. \r#AmarnathTerrorAttack #Hindu #Kashmir #RajnathSingh #Modi #Ninda😡😡",anger,
"i must say, the amount of low-level fighters and gatekeepers running their mouths is ridiculous. #jealousy #ufc #jonjones😡😡",anger,
"As ready as I was for this, and even drinking lots of coffee without sugar, failing still tastes so so so bitter🤬😡",anger,
@Fish_pw But I would say that wouldn't I #bitter ðŸ˜‚,anger,
The best kind of self harm is through the mind #depression😤,anger,
#jeremyvine take a slightly dull subject and makes it so tediously boring you actually want to rip your own throat out!😡,anger,
"@s_navroop Bholenath ne apna Gussa toh nikaalna hai. Either the government helps take out Terrorism and do HIS work, Or the wrath is on GOVT😤😡",anger,
panas sia omg i cannot ðŸ˜¡😡,anger,
"Each of ye separate FALLEN; if we quickening his wrath upon us, will only cause our PAIN to be more unbearable in that PIT.😤",anger,
"@HighElfBitch &gt; She strikes out again, a slap, then another, advancing, furious, spitting every word. 'Dosph'natha waela lotha ligrr lu'dos&gt;😡",anger,
It's been just over a decade since #NickSaban quit as the @MiamiDolphins head coach! Good coaches don't quit #suckynflcoach😡,anger,
It's so ridiculous that ppl are actually hating on niall and throwing tantrums just cause he isnt going to their city,anger,
My head feels like it's gonna burst ðŸ˜£ one thing after another all the time ðŸ˜ 😤😡,anger,
"@propulse @UCI_cycling That and arse on the top tube descending, a fugly affront to cycling🙄😡",anger,
"My mother-in-law, in a fit of #rage, referred to someone as a 'yo-yo'.\n#yoyo #motherinlaw #amirite #fitofrage",anger,
"@MiMe1958 @JohnWhyte17 No empathetic and realistic, I know when enough is enough unlike the rabid GOSH bashing mob.😤",anger,
"#IfIHadAllThePowerIWould - Kill wasps, I'm sorry. They don't need to be here. They don't make any delicious sugary treats. They sting.🤬😠",anger,
Me: yells at ppl for having low self-esteem\nAlso me: burning myself in a trash can in a dumpster in hell for ppl with no self esteem😡,anger,
3. There is already a lot of resentment against the coal miner and union crowd among the liberals. They are seen as racist and as having😡,anger,
"@imaster78 @ll_DannyM7_ll @TOMGORIANXVII @STSF1_Racing And I apologised like 15 times and you're still holding a grudge, can't help thag😡😤",anger,
A solitary rogue long hair now in my left ear? Its retreating from my head &amp; yet is relentless up my nose? Hair takes the piss...,anger,
Donâ€t negotiate enhanced #familyleave pay on an individual basis #unfairness #resentment #discrimination,anger,
"@KidSkys Why did you rage quit FeelsBadMan, saw it in @KingGeorgeTV stream",anger,
If your only response to this current political crap show is 'but Hillary!!' Or 'but Obama!!' you need to start looking for a new argument.,anger,
Have to go to a occupational services place for a drug test. Yet they don't know what the heck is going on. Just great! #blah #ðŸ˜¡,anger,
I cannot see a rational way of bearing a grudge to him for that. I do not. Maybe because I do not live by Netflix and I do not care...,anger,
A person #hates u for 1 of 3 reasons. They 1) want 2b U; 2) #hate themselves. 3) C U as a #threat. (&amp; don't tell me hate doesn't exist!),anger,
I don't know why the rain comes out when I'm not indoors..we've had this talk many of times ðŸ˜¡ â˜”ï¸ðŸ–•ðŸ¾🤬,anger,
Always so much harder to get out the house when everyone else is still in bed! #notfair,anger,
"WTF ! @JonnyBones people love you, stay off the dick pills!!! #goldensnitch😡😤",anger,
It's hard to get me mad but when I'm mad I hold a grudge😡,anger,
"Importing shit is not new. If you want it, take the steps necessary to get it. But don't sit and pout over Japan doing what it's ALWAYS done😠😡",anger,
When ur annoyed at someone but have a good meme to show them but must wait till the rage passes :(😡,anger,
"*gen math class*\n\nms: what is the value of x in this eq'n?\n\nme: x is 10....tial dread and suffering is a prison without escape, only death.",anger,
"Mothafuckas wanna adopt the dark, but I was born in it",anger,
"It's not length, it's A #gnawing #sense of #dread.",anger,
Up early. Kicking ass and taking names. #offense.,anger,
"@adgpi @NorthernComd_IA It is a grave #provocation 2 #Jawan #Martyr Plz ensure 20 #jawans killed Across LoC,Govt Says Army given #FreeHand?😡",anger,
"So, if you have a really tiny penis, get help, but please don't try to compensate on the road #bigcar #tinypenis #roadrage",anger,
