,Tweet,Affect Dimension,Unnamed: 2
274,"@AudaciousBrute_ -- can handle myself.\n[Carl yelled back in fury, blood smeared across his face and clothes. Still holding onto his -- pouting face ",anger,
275,@_mxthew I said that once and my pals ripped me a new arsehole ðŸ˜Š pouting face ,anger,
276,I can't believe a burrito was left on this sink and nobody though to trash it pouting face  angry face ,anger,
277,I just remembered I made a presentation of the top 100 male idols out of anger after seeing that siwon was first,anger,
278,@schless09 @JohnnyB28 You guys are #huff,anger,
279,Pressure burst pipes !! face with steam from nose ,anger,
280,Waddup #bitter,anger,
281,"@ScottlnSC Do you live in Manhattan, broflake? You're fake outrage is at whiny-Millennial level.",anger,
282,"An #angry #person may lose his/her objectivity, empathy, prudence or thoughtfulness and may cause harm to others. pouting face ",anger,
283,"Ideals are peaceful, history is violent. #fury",anger,
284,"Security lady at work this woman, opposite of Helen of Troy. Gave me a scowl that could sink a thousand ships. face with steam from nose ",anger,
285,"If I were my own republic, I would declare war on patchouli incense. angry face ",anger,
286,I really resent being liked openly. I don't find any challenge in being liked. John Cassavetes #johncassavetes,anger,
287,A @viaquest ego-fest AGAIN on LinkedIn. Advocate for a change. #arrogance is NOT #advocacy. So tired of their self promotion w/o purpose.,anger,
288,No man read the traffic properly!!! @KFMza @kfmradio @carlwastie #westuckinthismess #pleasereaditagain,anger,
289,Why is @DonaldJTrumpJr 'busted' bc he spoke w/Russian lawyer? He's a world bizman. Where was the outrage bc @SenSanders honeymooned there?,anger,
290,"Watching #ScottishOpenHeroChallenge from last night... Smoke, flames, tense sound effects and lively commentary.. #boring #dull #shite ðŸˆ",anger,
291,It bugs me that people concern themselves so much with what other people CHOOSE to do with their money ðŸ˜‚ðŸˆ angry face ,anger,
292,@SouthernRailUK no air working in the 1sr carriage of the 18:03 from Victoria to Bognor. #boiling #southernfail pouting face ,anger,
293,@BugsySeigal been reading your Twitter this lunchtime... you're very angry aren't you ðŸ˜‚ðŸ˜‚,anger,
294,@RedNationRising @POTUS Agree. I used to love her Fox show until she turned. Now she exudes a bitter attitude. She is done with television.,anger,
295,"big over sized clothes, hours of use for bad haircut, ðŸ˜Š real big rage #ðŸ‘",anger,
296,"Have you ever just cried, because you were in the middle of some bomb rest and someone woke you up with an emergency. #sleep #cry #kms #dead",anger,
297,So exhausted I could cry ðŸ˜­,anger,
298,"@_mayatp Looks it's daisy in her natural habitat, doing her natural face, with the natural annoying growl that turns into a terrible bark",anger,
299,Of course Molina #bitter pouting face ,anger,
300,no offense to me but wth am i doing. i should be stugying rn. pouting face  angry face ,anger,
301,"@Haven check in is a pop up stall next to arcade, 2 staff, no alphabetical organisation and an hour long queue.... #greatstart #crap #bored pouting face ",anger,
302,@ShekharGupta @YusufDFI Naming India Lynchistan is not provocation terror is a provication even when terror has no religion. pouting face  angry face ,anger,
303,Boom pagod ðŸ˜¡ pouting face ,anger,
304,@serotojin theyre literally trying to find as many ways as possible to offend or annoy every other person in the world pouting face ,anger,
305,@SenecaReads @zimyix @MouthyBuddha I bet he needed to take an anime break and drink a Zima after all the furious typing. angry face ,anger,
306,@Monarch Really??? I've had to hang up! pouting face ,anger,
307,@ColMorrisDavis @The_Borg_Queen_ @realDonaldTrump Amen! He doesn't think at all. #arrogance #supremacy,anger,
308,"Dirty Den returns, bursting forth from his grave to deliver a horrible vengeance.",anger,
309,@EllyySchlordt it's awful!,anger,
310,Idk why tiff always have a 6:30 am alarm that rings everyday for,anger,
311,@hugaarondingle I try not offend too but tbh if anyone says anything bad about Aaron or Aaron stans that's when I start getting shitty ðŸ˜‚ angry face ,anger,
312,IT WASN'T ENOUGH ðŸ˜¢ angry face ,anger,
313,@Broowster That's was one furious Welsh woman.. What the English have to look forward to in the future ðŸ˜¢,anger,
314,#Merkel has supported all #Israeli #terror initiatives opposing the #Palestinian bid for membership at the #UN.,anger,
315,@thequippster Okay but like why haven't you told me about this yet? pouting face ,anger,
316,"@Fxtiha_ mine is worse, I've had to boil it down to Z ðŸ˜­ face with steam from nose ",anger,
317,@PolitiBunny Exhausting for us. Imagine being so tightly wrapped that you're writing these 'think pieces' at such a furious rate. #medicated,anger,
318,@StreamPlanetHD #crap sorry but doesnâ€t work pouting face  angry face ,anger,
319,Tomorrow should be interesting if info is being released re away priority &amp; Canalside membership! #outrage #htafc pouting face ,anger,
320,@IndyFootball @mixedknuts did u take a fee for this instead of just pointing? #outrage #twitterfume pouting face ,anger,
321,I CANT EVEN BREATHE IMM STILL ROLLIN UP THAT CHRONIC ðŸ˜¤ pouting face ,anger,
322,I hold one grudge. angry face  pouting face ,anger,
323,"@RichardTBurnett The hatred from the Left ought to concern everyone----who wants a police state-the left, so than can spy on all of us. angry face ",anger,
324,"Lucky enough to not burn off ALL of my right eye lashes, unlucky enough to burn them just short enough to irritate all of my OCD tendencies angry face ",anger,
325,Last night was the first night I slept by myself in 3 weeks and it was awful.,anger,
326,@PierreAtlas Let's see how many Republicans do more than feign outrage.,anger,
327,@HuffPostUK As comical as this I really do despair for this country.,anger,
328,@joeboxerparker @Tyson_Fury Looking forward to the big fella's comeback... #furious angry face ,anger,
329,"@20committee John, what do you make of DJT's silence? He would usually be foaming at the mouth right now. Maybe he's constipated. face with steam from nose ",anger,
330,"@StansburyShow you'll have to forgive me, I have a personal grudge against cnn that dates back as far as the first gulf war. angry face ",anger,
331,@BrocatoWanda You can't make this crap up. Therefore my ðŸ˜ response. angry face ,anger,
332,@LovinUnited That'll be Madrid throwing a huff over Morata and De Gea. Fuck them angry face ,anger,
333,@975Mornings hey! I resent that .... I have toe thumbs angry face ,anger,
334,@bigjordan924 Wow you don't read mine? #offended,anger,
335,@ttaemnini its been 5 years. i think jongin and taemin also got tired of waiting.. they didnt talk abt it anymore ðŸ˜ angry face ,anger,
336,@Bell - spelled exactly how it makes you feel 'better eat land line'. Talking to my mom this week has been impossible. #goodservice #rage,anger,
337,"@psychoticdream1 @CNN Wow, there is at least 1 person who still watches CNN. ðŸ„ have a nice day! Clearly ur still pissed u lost ðŸ˜‚",anger,
338,i would start my process now but i'm too busy enjoying this self hatred wave I'm on,anger,
339,Haven't been on a holiday abroad in two years how depressing is that btwâ˜¹ï¸ angry face ,anger,
340,Another blow for students as the SU have shunned wildcats for fear they will offend Dr. Dre. pouting face ,anger,
341,@shelby_Billsfan @buffalobills They kinda hafta be these days. #bleak ðŸ˜¬ pouting face ,anger,
342,Never seen such embarrassing tantrums from a grown man as the ones from @dwpoker on #MasterchefUSA ...great example for your child there ðŸ‘ŒðŸ¼ðŸ„,anger,
343,"if you really want something and you do nothing about it,you have no right to pout around if you don't get it.Kasi 'di ba you did nothing?' pouting face ",anger,
344,"@Ellpeck I fear that you could die by your self, that scares me. My own death not which could be any time in my age. pouting face ",anger,
345,@TerraJole is a bully. plain and simple. pouting face ,anger,
346,I always get annoyed or unhappy about the way I look in pictures but I have to accept that you can't change your face lol,anger,
347,mad when you stop making all the effort and it goes silent ðŸ˜‚ pouting face ,anger,
348,@RadissonBlu Complaint. Cardiff Radisson. Being charged to post iPhone charger left behind - although spent Â£200 there this weekend. face with symbols on mouth  face with steam from nose ,anger,
349,gettin #offended is Lame,anger,
350,Any #GOP senator who refuses to #RepealAndReplace needs to bear the #wrath of their constituents @ polls home state! #healthcare #price2pay,anger,
351,Red Sox fans are #mad #onhere - it's almost like their All Star relief pitcher and 1st baseman both left with injuries in this game ðŸ¤·ðŸ»â€â€ï¸ face with steam from nose ,anger,
352,"@StevieRenee3 @realDonaldTrump It's what they'll be known for. Temper tantrums, obstruction, working against the American people.",anger,
353,"Frustration and fury, more destructive than a hundred cannons.",anger,
354,@ananavarro @thedoggeneral1 And using political power to exact #revenge when they don't get what they want. #Kushner pouting face  face with steam from nose ,anger,
355,I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight as she was. These women need help #TeenMomOG pouting face ,anger,
356,How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all. pouting face  face with steam from nose ,anger,
357,@ArrivaTW Hats off your excellent Tetris like ability to pack 5000 passengers into a 2 carriage train on rush hour. #awkwardorgy #bitter,anger,
358,I just #revenge killed a red ant for biting my son's finger. #iammommabearhearmeroar ðŸ”ªðŸœðŸ—¡ angry face ,anger,
359,"@JillFilipovic @facebook That's a fucking outrage. Yeah, the frowny-face rating doesn't exactly cover it. angry face ",anger,
360,"Most condemn, some protest and few revenge, it takes guts. That's all. \r#AmarnathTerrorAttack #Hindu #Kashmir #RajnathSingh #Modi #Ninda pouting face  pouting face ",anger,
361,"i must say, the amount of low-level fighters and gatekeepers running their mouths is ridiculous. #jealousy #ufc #jonjones pouting face  pouting face ",anger,
362,"As ready as I was for this, and even drinking lots of coffee without sugar, failing still tastes so so so bitter face with symbols on mouth  pouting face ",anger,
363,@Fish_pw But I would say that wouldn't I #bitter ðŸ˜‚,anger,
364,The best kind of self harm is through the mind #depression face with steam from nose ,anger,
365,#jeremyvine take a slightly dull subject and makes it so tediously boring you actually want to rip your own throat out! pouting face ,anger,
366,"@s_navroop Bholenath ne apna Gussa toh nikaalna hai. Either the government helps take out Terrorism and do HIS work, Or the wrath is on GOVT face with steam from nose  pouting face ",anger,
367,panas sia omg i cannot ðŸ˜¡ pouting face ,anger,
368,"Each of ye separate FALLEN; if we quickening his wrath upon us, will only cause our PAIN to be more unbearable in that PIT. face with steam from nose ",anger,
369,"@HighElfBitch &gt; She strikes out again, a slap, then another, advancing, furious, spitting every word. 'Dosph'natha waela lotha ligrr lu'dos&gt; pouting face ",anger,
370,It's been just over a decade since #NickSaban quit as the @MiamiDolphins head coach! Good coaches don't quit #suckynflcoach pouting face ,anger,
